公司_规范,集团,分类,记录数,原始名称数,城市数,城市,平均上班,平均下班,平均工时,评分,等级,备注数
山东正信医讯,山东正信医讯,互联网,3,1,1,济南,07:30,13:30,9.0,89.7,舒适,0
亿咖通,亿咖通,互联网,3,1,2,杭州、上海,09:10,19:20,10.2,71.5,良好,1
交通银行,交通银行,互联网,3,1,2,上海、深圳,09:00,19:00,10.0,73.6,良好,0
亚信科技,亚信科技,互联网,3,1,2,南京、长沙,09:00,17:36,8.6,94.9,舒适,1
转转,转转,互联网,3,1,1,北京,10:00,21:20,11.3,54.0,偏卷,2
安硕信息苏州,安硕信息苏州,互联网,3,1,1,苏州,09:20,19:40,10.3,72.4,良好,1
事业单位,事业单位,其他,3,1,2,济南、绵阳,08:26,17:40,9.2,89.4,舒适,2
中科软科技,中科软科技,互联网,3,1,1,北京,08:40,19:20,10.7,66.0,一般,1
途虎养车,途虎养车,互联网,3,1,2,上海、武汉,09:00,19:50,10.8,64.6,一般,2
学科网,学科网,互联网,3,1,1,北京,08:22,17:22,9.0,90.7,舒适,2
中国农业银行总行,中国农业银行总行,金融,3,1,1,北京,08:30,22:00,13.5,30.7,很卷,0
安永,安永,外企,3,1,2,广州、北京,09:40,20:10,10.5,77.5,良好,1
小云互娱,小云互娱,互联网,3,1,1,广州,09:10,20:40,11.5,53.1,偏卷,2
安恒,安恒,互联网,3,1,3,广州、杭州、成都,08:59,20:42,11.7,48.4,偏卷,2
传音控股,传音控股,其他,3,2,2,上海、深圳,09:20,18:00,9.0,93.3,舒适,1
奥格科技,奥格科技,互联网,3,1,1,广州,09:00,17:30,8.5,95.5,舒适,0
超图软件,超图软件,互联网,3,1,2,重庆、武汉,09:00,18:00,9.0,84.4,良好,1
杭州银行,杭州银行,金融,3,1,1,杭州,08:20,18:20,10.0,78.8,良好,2
纷享销客,纷享销客,互联网,3,1,1,北京,09:20,18:30,9.2,93.0,舒适,2
iHerb,iHerb,互联网,3,1,1,上海,08:45,17:45,9.0,91.7,舒适,0
大搜车,大搜车,互联网,3,1,2,北京、杭州,09:13,18:10,8.9,92.6,舒适,2
PWNSKY,PWNSKY,互联网,3,1,1,北京,09:20,18:00,8.7,83.4,良好,3
汇丰银行,汇丰银行,外企,3,3,1,广州,10:00,18:00,8.5,92.8,舒适,2
达达,达达,互联网,3,1,1,北京,09:20,15:22,6.0,100.0,舒适,2
moka,moka,互联网,3,1,1,北京,10:00,21:20,11.3,57.0,一般,1
米可世界,米可世界,互联网,3,1,2,深圳、北京,09:30,19:00,9.5,86.1,舒适,3
东吴证券,东吴证券,金融,3,1,2,上海、苏州,08:10,14:50,6.7,100.0,舒适,1
橙心优选,橙心优选,其他,3,1,2,乌鲁木齐、深圳,10:00,21:00,11.0,59.8,一般,3
金证,金证,互联网,3,1,2,深圳、长沙,09:00,18:30,9.5,83.0,良好,1
水滴,水滴,互联网,3,1,1,北京,10:20,19:50,9.5,82.3,良好,1
浙江泰隆商业银行,浙江泰隆商业银行,金融,3,1,1,杭州,08:30,20:20,11.8,55.7,一般,0
浪潮云,浪潮云,互联网,3,1,1,济南,08:30,19:40,11.2,53.9,偏卷,3
好大夫在线,好大夫在线,互联网,3,1,1,北京,09:24,19:30,10.4,72.2,良好,3
太平洋网络,太平洋网络,其他,3,1,1,广州,09:50,18:40,8.8,87.8,舒适,2
多点dmall,多点dmall,互联网,3,1,2,深圳、成都,09:00,19:20,10.3,70.0,良好,0
农行,农行,金融,3,1,2,一线城、不便透露,08:20,18:10,9.8,80.6,良好,1
道富银行,道富银行,互联网,3,1,1,杭州,09:20,17:10,7.8,100.0,舒适,1
合合信息,合合信息,互联网,3,1,1,上海,09:20,18:30,9.2,90.0,舒适,3
海信,海信,互联网,3,1,1,青岛,09:00,18:00,9.0,92.4,舒适,2
深圳中地,深圳中地,其他,3,1,1,深圳,08:30,17:30,9.0,91.0,舒适,1
国家开发银行,国家开发银行,金融,3,1,1,北京,08:30,17:30,9.0,91.0,舒适,0
Keep,Keep,互联网,3,1,1,北京,10:00,19:10,9.2,87.4,舒适,2
去哪儿网,去哪儿网,互联网,3,1,1,北京,10:00,21:20,11.3,57.0,一般,2
同盾,同盾,互联网,3,1,1,杭州,09:56,19:20,9.4,81.2,良好,0
端点科技,端点科技,互联网,3,1,1,杭州,09:30,21:00,11.5,54.4,偏卷,1
盛和,盛和,互联网,3,1,1,杭州,09:00,18:00,9.0,92.4,舒适,3
海澜之家,海澜之家,其他,3,1,2,无锡、江阴,08:30,17:00,8.5,88.2,舒适,3
海通安恒科技,海通安恒科技,互联网,3,2,1,珠海,08:20,16:40,8.3,86.8,舒适,3
清华大学,清华大学,其他,3,1,1,北京,08:40,21:10,12.5,47.2,偏卷,2
满帮,满帮,互联网,3,1,2,南京、上海,09:00,18:26,9.4,87.7,舒适,2
游族,游族,互联网,3,1,1,上海,10:23,19:50,9.4,74.7,良好,2
Boss直聘,Boss直聘,互联网,3,1,1,北京,10:00,09:30,,,数据不足,0
高顿教育,高顿教育,互联网,2,1,2,成都、上海,08:15,18:00,9.8,79.6,良好,2
ATA,ATA,其他,2,1,1,上海,09:00,17:00,8.0,98.7,舒适,2
AfterShip,AfterShip,互联网,2,1,1,深圳,09:00,18:30,9.5,87.0,舒适,0
Afterpay,Afterpay,互联网,2,1,1,上海,09:30,18:00,8.5,96.8,舒适,1
龙源电力,龙源电力,其他,2,1,1,西安,08:30,17:00,8.5,94.2,舒适,0
8684（天趣）,8684（天趣）,互联网,2,1,1,广州,09:00,18:00,9.0,92.4,舒适,0
骨贝,骨贝,互联网,2,1,1,上海,09:00,,,,数据不足,0
匿名家具公司,匿名家具公司,其他,2,1,1,天津,09:00,09:00,,,数据不足,2
匿名会计师事务所,匿名会计师事务所,金融,2,1,2,大连、上海,08:45,18:45,10.0,73.0,良好,0
匿名教育公司,匿名教育公司,其他,2,1,1,郑州,08:30,17:30,9.0,91.0,舒适,2
匿名数智科技,匿名数智科技,互联网,2,1,1,北京,09:00,18:00,9.0,92.4,舒适,2
匿名数科技,匿名数科技,其他,2,1,1,北京,09:00,21:00,12.0,50.0,偏卷,2
匿名期货公司,匿名期货公司,金融,2,1,1,上海,08:30,17:45,9.2,89.5,舒适,1
匿名成都软件技术服务,匿名成都软件技术服务,互联网,2,1,1,成都,08:00,17:00,9.0,89.7,舒适,0
千米网,千米网,互联网,2,1,1,南京,09:15,12:00,2.8,100.0,舒适,2
千鸟,千鸟,互联网,2,1,1,上海,09:00,18:00,9.0,92.4,舒适,2
华东建筑设计研究院,华东建筑设计研究院,其他,2,1,1,上海,09:30,21:00,11.5,53.2,偏卷,0
Funplus,Funplus,互联网,2,1,1,北京,10:00,21:00,11.0,57.6,一般,0
金睛云华,金睛云华,互联网,2,1,1,北京,09:00,19:00,10.0,77.1,良好,2
鲁大师,鲁大师,互联网,2,1,1,成都,09:37,20:00,10.4,66.2,一般,0
首都信息发展,首都信息发展,其他,2,1,1,北京,09:00,18:00,9.0,92.4,舒适,0
青岛海信网络科技,青岛海信网络科技,互联网,2,1,1,长沙,09:00,18:00,9.0,86.4,舒适,2
青瓷游戏,青瓷游戏,其他,2,1,1,厦门,09:00,21:00,12.0,47.0,偏卷,0
匿名国企三级子公司,匿名国企三级子公司,其他,2,1,1,长春,08:00,16:00,8.0,96.0,舒适,2
匿名商业银行,匿名商业银行,金融,2,1,1,,08:04,19:00,10.9,57.4,一般,2
爱可生,爱可生,互联网,2,1,1,上海,09:30,17:30,8.0,100.0,舒适,2
上海博为峰,上海博为峰,互联网,2,1,1,上海,09:00,17:00,8.0,98.7,舒适,2
盛趣游戏,盛趣游戏,互联网,2,1,1,上海,10:00,20:30,10.5,70.0,良好,0
百安居,百安居,互联网,2,1,1,上海,09:00,20:00,11.0,60.8,一般,2
百家云集团有限公司南京研发中心,百家云集团有限公司南京研发中心,互联网,2,1,1,南京,09:00,18:00,9.0,92.4,舒适,2
百洋,百洋,互联网,2,1,1,青岛,08:30,17:00,8.5,94.2,舒适,0
登科云,登科云,互联网,2,1,1,深圳,09:00,18:00,9.0,92.4,舒适,2
生物图腾,生物图腾,互联网,2,1,1,佛山,09:00,18:00,9.0,92.4,舒适,2
用友网络科技,用友网络科技,互联网,2,2,1,北京,09:22,18:45,9.4,75.5,良好,1
上海乐视网络,上海乐视网络,互联网,2,1,1,上海,10:00,20:30,10.5,58.5,一般,0
万机仪器,万机仪器,外企,2,1,1,深圳,08:00,17:00,9.0,89.7,舒适,2
福大利珠宝（深圳）,福大利珠宝（深圳）,外企,2,1,1,深圳,09:00,18:00,9.0,86.4,舒适,0
七牛,七牛,互联网,2,1,1,上海,10:30,20:00,9.5,84.6,良好,2
福建七匹狼,福建七匹狼,互联网,2,1,1,厦门,09:00,18:30,9.5,87.0,舒适,0
福建上善教育,福建上善教育,其他,2,1,1,福州,09:00,18:00,9.0,86.4,舒适,2
相芯科技,相芯科技,互联网,2,1,1,杭州,10:00,21:00,11.0,51.6,偏卷,0
点钢科技,点钢科技,其他,2,1,1,上海,09:00,,,,数据不足,2
湖南指尖时代,湖南指尖时代,互联网,2,1,1,长沙,09:00,18:00,9.0,92.4,舒适,2
湖南视拓信息技术,湖南视拓信息技术,互联网,2,1,1,介休,08:00,09:00,1.0,100.0,舒适,0
湖南镭目科技,湖南镭目科技,互联网,2,1,1,长沙,08:30,17:45,9.2,85.3,舒适,0
游卡桌游,游卡桌游,互联网,2,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
游戏,游戏,互联网,2,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
湖北楚天云,湖北楚天云,互联网,2,1,1,武汉,08:30,17:30,9.0,91.0,舒适,2
上海宝尊电子商务,上海宝尊电子商务,互联网,2,1,1,上海,09:30,18:00,8.5,96.8,舒适,1
万达,万达,其他,2,2,1,北京,08:30,17:30,9.0,91.0,舒适,1
万达商管,万达商管,其他,2,1,2,各地广场、上海,09:00,18:15,9.2,89.7,舒适,1
电力系统国企,电力系统国企,互联网,2,1,1,南京,08:09,17:00,8.8,94.0,舒适,0
电商,电商,其他,2,1,2,西安、南昌,09:15,18:30,9.2,86.2,舒适,0
珠海华润银行,珠海华润银行,互联网,2,1,1,深圳,08:35,17:30,8.9,91.9,舒适,2
环境生态,环境生态,其他,2,1,1,,09:00,17:00,8.0,98.7,舒适,2
烽火通信,烽火通信,互联网,2,1,1,武汉,08:30,17:30,9.0,94.0,舒适,1
燃塑科技（北京）,燃塑科技（北京）,互联网,2,1,1,北京,10:00,19:00,9.0,89.2,舒适,0
深圳麦风科技,深圳麦风科技,互联网,2,1,1,深圳,09:00,20:30,11.5,49.4,偏卷,2
深规院,深规院,其他,2,1,1,深圳,09:09,15:30,6.4,100.0,舒适,1
渤海银行,渤海银行,金融,2,1,1,天津,08:30,17:30,9.0,91.0,舒适,2
深圳桥禾科技,深圳桥禾科技,互联网,2,1,1,深圳,09:00,21:00,12.0,45.5,偏卷,2
深圳电厂,深圳电厂,其他,2,1,1,深圳,00:30,08:10,7.7,93.4,舒适,0
深圳盈富斯科技有限公司(patpat),深圳盈富斯科技有限公司(patpat),互联网,2,1,1,深圳,10:00,20:00,10.0,78.4,良好,2
深圳融易学教育科技,深圳融易学教育科技,互联网,2,1,1,深圳,09:00,22:00,13.0,39.2,很卷,2
深圳市首航新能源,深圳市首航新能源,其他,2,1,1,深圳,08:30,20:00,11.5,51.8,偏卷,0
深圳微购科技,深圳微购科技,互联网,2,1,1,深圳,08:30,20:00,11.5,53.3,偏卷,0
上海星线网络,上海星线网络,互联网,2,1,1,上海,10:00,19:00,9.0,89.2,舒适,2
深圳智汇创想网络科技,深圳智汇创想网络科技,互联网,2,1,1,销售,09:00,20:00,11.0,56.3,一般,2
深圳有方科技,深圳有方科技,其他,2,1,1,西安,08:00,20:00,12.0,45.8,偏卷,0
爱瑞思软件（深圳）,爱瑞思软件（深圳）,互联网,2,1,1,需求分析,,,,,数据不足,2
爱谱雷,爱谱雷,互联网,2,1,1,北京,09:30,18:30,9.0,91.4,舒适,2
澎湃新闻,澎湃新闻,互联网,2,1,1,上海,09:00,22:00,13.0,39.2,很卷,0
点盛eyougame,点盛eyougame,互联网,2,1,1,广州,09:00,18:00,9.0,92.4,舒适,2
移远通信,移远通信,互联网,2,1,2,佛山、合肥,09:00,18:45,9.8,75.3,良好,0
金砖天网科技,金砖天网科技,互联网,2,1,1,汕头,08:30,18:00,9.5,83.4,良好,2
重庆常朝科技,重庆常朝科技,互联网,2,1,1,重庆,09:00,18:00,9.0,92.4,舒适,0
重百商社,重百商社,互联网,2,1,1,成都,09:00,18:00,9.0,92.4,舒适,2
深圳实验科技公司,深圳实验科技公司,互联网,2,1,1,深圳,07:10,18:30,11.3,63.0,一般,0
深圳小黑探网络科技,深圳小黑探网络科技,互联网,2,1,1,深圳,09:24,18:00,8.6,90.0,舒适,2
深圳市中数智云信息技术,深圳市中数智云信息技术,其他,2,1,1,深圳,09:00,18:00,9.0,92.4,舒适,2
深圳动能无线,深圳动能无线,互联网,2,1,1,深圳,09:15,18:30,9.2,89.5,舒适,2
深圳卖教授网络科技,深圳卖教授网络科技,互联网,2,1,1,南京,,,,,数据不足,2
深圳土鳖公司,深圳土鳖公司,互联网,2,1,1,深圳,09:00,18:00,9.0,87.9,舒适,2
海能达,海能达,互联网,2,1,1,深圳,08:10,17:40,9.5,87.0,舒适,0
海致,海致,互联网,2,1,2,北京、深圳,09:15,19:15,10.0,75.1,良好,0
海通证券,海通证券,金融,2,1,2,上海、北京,09:00,19:00,10.0,75.6,良好,1
上海任意门科技,上海任意门科技,互联网,2,1,2,上海、北京,10:00,14:45,9.5,90.6,舒适,1
上海农商银行,上海农商银行,金融,2,1,1,上海,08:30,19:00,10.5,68.1,一般,1
上海半秒信息科技,上海半秒信息科技,互联网,2,1,1,上海,08:30,15:00,6.5,100.0,舒适,0
海康机器人,海康威视,其他,2,1,1,杭州,08:30,21:00,12.5,41.0,偏卷,2
浙江达悟科技,浙江达悟科技,互联网,2,1,1,宁波,09:00,18:00,9.0,92.4,舒适,0
浙江鸿程计算机系统,浙江鸿程计算机系统,互联网,2,1,1,杭州,,,,,数据不足,2
上海穰川信息科技,上海穰川信息科技,互联网,2,1,1,上海,10:30,19:30,9.0,87.0,舒适,0
深圳市飞速创新技术,深圳市飞速创新技术,互联网,2,1,1,武汉,09:30,18:30,9.0,88.4,舒适,2
深圳市城市规划设计研究院,深圳市城市规划设计研究院,其他,2,1,1,深圳,09:45,21:00,11.2,53.0,偏卷,2
深圳市小草互联网科技,深圳市小草互联网科技,互联网,2,1,1,深圳,07:00,11:00,4.0,100.0,舒适,2
深圳市德富莱智能科技,深圳市德富莱智能科技,其他,2,1,2,深圳、建仓科技园,08:30,19:30,11.0,62.7,一般,2
深圳太极云软件,深圳太极云软件,互联网,2,1,1,深圳,08:45,17:45,9.0,91.7,舒适,2
盈趣科技,盈趣科技,互联网,2,1,1,厦门,06:00,15:00,9.0,86.7,舒适,2
盖娅互娱,盖娅互娱,互联网,2,1,1,北京,10:00,20:00,10.0,69.4,一般,0
三星中国总括,三星中国总括,其他,2,1,1,北京,08:00,17:00,9.0,89.7,舒适,0
一汽大众,一汽大众,其他,2,1,1,长春,08:00,18:15,10.2,74.7,良好,0
竞技世界,竞技世界,互联网,2,1,1,北京,10:00,19:45,9.8,75.1,良好,1
科大国创,科大国创,其他,2,1,1,合肥,09:00,18:00,9.0,92.4,舒适,2
科达科技,科达科技,互联网,2,1,1,苏州,09:00,17:30,8.5,95.5,舒适,2
上海聚水潭网络科技,上海聚水潭网络科技,互联网,2,1,1,上海,09:00,17:30,8.5,95.5,舒适,2
上海沉煜软件科技,上海沉煜软件科技,互联网,2,1,1,上海,10:00,19:30,9.5,77.8,良好,0
上海游斐-辛辣-荃尼网络科技,上海游斐-辛辣-荃尼网络科技,互联网,2,1,1,上海,09:00,18:00,9.0,92.4,舒适,2
浪潮国际,浪潮国际,其他,2,2,1,济南,08:30,19:45,11.2,60.0,一般,1
浙江杭州海亮教育研究院,浙江杭州海亮教育研究院,其他,2,1,1,杭州,09:00,20:30,11.5,55.4,一般,0
浙江源创建筑智能科技,浙江源创建筑智能科技,互联网,2,1,1,杭州,08:30,17:00,8.5,89.7,舒适,2
浙江萌瓜网络科技,浙江萌瓜网络科技,互联网,2,1,1,新加坡,09:00,18:00,9.0,92.4,舒适,0
浙江讯盟科技,浙江讯盟科技,互联网,2,1,1,杭州,10:00,21:00,11.0,57.6,一般,2
浙商银行,浙商银行,金融,2,1,1,杭州,08:30,17:30,9.0,91.0,舒适,0
上海语航信息科技,上海语航信息科技,互联网,2,1,1,上海,10:00,17:00,7.0,100.0,舒适,0
上海金杉数金网络科技(已与磐厚资本合并),上海金杉数金网络科技(已与磐厚资本合并),互联网,2,1,1,上海,08:09,18:09,10.0,83.1,良好,2
上海甄云,上海甄云,互联网,2,1,1,上海,09:00,09:15,0.5,100.0,舒适,0
润隍科技,润隍科技,互联网,2,1,1,中山,09:30,17:30,8.0,100.0,舒适,2
上海巧目智能科技,上海巧目智能科技,互联网,2,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
上海微电子,上海微电子,其他,2,1,1,上海,08:45,17:00,8.5,94.8,舒适,1
海南蝴蝶效应,海南蝴蝶效应,互联网,2,1,1,广州,09:00,21:00,12.0,45.5,偏卷,2
金钱猫科技,金钱猫科技,互联网,2,1,1,福州,08:00,18:00,10.0,77.4,良好,0
福建康佰家医药,福建康佰家医药,其他,2,1,1,福州,08:30,17:30,9.0,91.0,舒适,0
碧桂园,碧桂园,其他,2,1,1,佛山,08:30,19:00,10.5,67.1,一般,0
神州付,神州付,互联网,2,1,1,北京,10:00,21:00,11.0,57.6,一般,0
上海畅移信息科技,上海畅移信息科技,互联网,2,1,1,西安,09:30,18:30,9.0,91.4,舒适,2
上海神炎网络,上海神炎网络,互联网,2,1,1,上海,08:00,17:00,9.0,89.7,舒适,2
浙江宏森科技,浙江宏森科技,互联网,2,1,1,杭州,08:30,10:30,2.0,100.0,舒适,2
洛阳众智软件,洛阳众智软件,互联网,2,1,1,洛阳,08:09,21:00,12.8,36.3,很卷,0
流利说,流利说,互联网,2,1,1,上海,10:00,20:00,10.0,78.4,良好,0
济南荣途信息科技,济南荣途信息科技,互联网,2,1,1,,,,,,数据不足,2
浙商证券,浙商证券,金融,2,1,1,杭州,08:30,17:00,8.5,94.2,舒适,0
河南晟盾科技公司,河南晟盾科技公司,互联网,2,1,1,郑州,08:30,17:30,9.0,91.0,舒适,0
泛微网络,泛微网络,其他,2,1,1,上海,09:00,21:30,12.5,38.6,很卷,2
泡泡玛特,泡泡玛特,互联网,2,1,2,全国、北京,09:00,18:00,9.0,86.4,舒适,2
上海综平科技(隶属于至诚ESG上海分公司),上海综平科技(隶属于至诚ESG上海分公司),互联网,2,1,1,上海,09:00,17:30,8.5,95.5,舒适,2
上海联影医疗科技,上海联影医疗科技,互联网,2,1,1,上海,09:30,20:30,11.0,55.4,一般,2
河南中钢网,河南中钢网,其他,2,1,1,郑州,08:09,17:30,9.4,81.9,良好,2
江西掌中无限科技,江西掌中无限科技,互联网,2,1,1,南昌,08:30,17:30,9.0,86.5,舒适,2
汇纳科技,汇纳科技,互联网,2,1,1,西安,09:00,17:30,8.5,95.5,舒适,2
江苏先维科技,江苏先维科技,互联网,2,1,1,南京,08:30,20:30,12.0,50.9,偏卷,2
江苏泰治科技,江苏泰治科技,其他,2,1,1,南京,09:00,18:00,9.0,92.4,舒适,2
民生银行,民生银行,金融,2,1,2,成都、北京,08:15,13:45,11.0,67.8,一般,1
民生银行信用卡中心,民生银行信用卡中心,金融,2,1,1,北京,,,,,数据不足,2
上海电气,上海电气,其他,2,1,1,上海,08:30,16:30,8.0,97.3,舒适,0
金十,金十,互联网,2,1,1,广州,10:00,18:00,8.0,100.0,舒适,2
郑州煤矿机械,郑州煤矿机械,其他,2,1,1,郑州,08:00,17:15,9.2,88.4,舒适,2
酷狗音乐,酷狗音乐,互联网,2,1,1,广州,09:30,19:15,9.8,77.4,良好,1
长城,长城,其他,2,1,1,保定,08:00,20:00,12.0,45.8,偏卷,0
HDL,HDL,互联网,2,1,1,北京,09:00,19:30,10.5,60.2,一般,0
HID Global,HID Global,外企,2,1,1,,08:00,17:00,9.0,89.7,舒适,2
Coupang,Coupang,互联网,2,1,1,上海,10:00,18:30,8.5,94.6,舒适,0
Deleted,Deleted,互联网,2,1,1,深圳,09:00,20:00,11.0,54.8,偏卷,2
上海高顿教育,上海高顿教育,其他,2,1,1,上海,09:00,20:00,11.0,60.8,一般,0
下厨房,下厨房,互联网,2,1,1,北京,10:20,18:30,8.2,96.5,舒适,0
永辉超市,永辉超市,互联网,2,1,2,上海、北京,10:00,20:30,10.5,67.0,一般,2
武汉尚德机构,武汉尚德机构,其他,2,1,1,武汉,10:00,19:00,9.0,89.2,舒适,2
武汉市精伦电子,武汉市精伦电子,互联网,2,1,1,武汉,08:30,17:00,8.5,94.2,舒适,2
武汉易趣科技,武汉易趣科技,互联网,2,1,1,武汉,09:00,18:30,9.5,87.0,舒适,0
武汉极意网络科技,武汉极意网络科技,互联网,2,1,1,武汉,09:00,18:30,9.5,87.0,舒适,2
武汉联影医疗科技,武汉联影医疗科技,互联网,2,1,1,武汉,09:00,20:30,11.5,50.9,偏卷,2
中体城,中体城,其他,2,1,1,南京,08:00,21:00,13.0,41.0,偏卷,0
业兢,业兢,其他,2,1,1,成都,09:00,17:30,8.5,95.5,舒适,2
汽车配件生产厂,汽车配件生产厂,其他,2,1,1,宁波,08:00,17:00,9.0,83.7,良好,2
沃丰科技,沃丰科技,互联网,2,1,2,北京、武汉,09:30,18:30,9.0,88.4,舒适,2
沃尔玛,沃尔玛,外企,2,1,1,深圳,09:00,18:00,9.0,92.4,舒适,2
河北亚金,河北亚金,互联网,2,1,1,保定,09:00,18:00,9.0,86.4,舒适,0
河北卡鱼科技信息,河北卡鱼科技信息,其他,2,1,1,唐山,,,,,数据不足,2
河北神玥软件科技,河北神玥软件科技,互联网,2,1,1,石家庄,09:00,12:00,3.0,100.0,舒适,2
红星云计算科技,红星云计算科技,其他,2,1,1,上海,09:30,20:00,10.5,65.2,一般,0
东方国信,东方国信,互联网,2,1,1,北京,09:15,18:00,8.8,94.3,舒适,2
东方海外,东方海外,互联网,2,1,1,珠海,08:15,17:15,9.0,90.4,舒适,2
东方海外(OOCL),东方海外(OOCL),互联网,2,1,1,珠海,08:30,17:30,9.0,91.0,舒适,2
武汉赛思软件,武汉赛思软件,互联网,2,1,1,武汉,08:30,19:00,10.5,67.1,一般,0
每日互动,每日互动,互联网,2,1,1,杭州,09:00,20:00,11.0,60.8,一般,1
每日优鲜,每日优鲜,互联网,2,1,1,北京,10:00,20:00,10.0,78.4,良好,1
武汉四维图新,武汉四维图新,互联网,2,1,1,武汉,08:30,20:00,11.5,56.3,一般,2
武汉宏微云,武汉宏微云,互联网,2,1,1,武汉,09:00,18:00,9.0,87.9,舒适,0
梵大,梵大,互联网,2,1,1,广州,09:30,18:30,9.0,87.0,舒适,0
森果（武汉小果科技有限公司）,森果（武汉小果科技有限公司）,互联网,2,1,1,武汉,09:00,18:30,9.5,90.0,舒适,0
中呈地产,中呈地产,其他,2,1,1,上海,09:00,18:00,9.0,92.4,舒适,2
永新,永新,其他,2,1,1,南京,08:00,20:30,12.5,43.4,偏卷,0
上海风炫文化,上海风炫文化,互联网,2,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
上海风语筑,上海风语筑,其他,2,1,1,上海,10:30,17:30,7.0,100.0,舒适,0
上海骞云信息科技,上海骞云信息科技,其他,2,1,1,上海,09:00,18:09,9.2,86.2,舒适,0
